id,ability,comment,evol_cost,evol_next,form_cost,form_next,generation,height_m,rate_capture,rate_female,rate_flee,rate_male,rate_spawn,skills,spawn,tier,type1,type2,weight_kg
0289,['truant'],게을킹,[],[],[],[],3,2.0,0.18,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,normal,,130.5
0290,"['compound-eyes', 'run-away']",토중몬,"['candy_30', 'poke-ball']","['0291', '0292']",[],[],3,0.5,1.0,0.5,0.3,0.5,50,"['move_flash', 'move_cut']",['land'],common,bug,ground,5.5
0291,"['speed-boost', 'infiltrator']",아이스크,[],[],[],[],3,0.8,0.47,0.5,0.3,0.5,50,"['move_flash', 'move_defog', 'move_cut']",['land'],rare,bug,flying,12.0
0292,['wonder-guard'],껍질몬,[],[],[],[],3,0.8,0.18,0.0,0.3,0.0,50,"['move_flash', 'move_cut']",['land'],rare,bug,ghost,1.2
0293,"['soundproof', 'rattled']",소곤룡,['candy_40'],['0294'],[],[],3,0.6,0.75,0.5,0.3,0.5,50,[],['land'],common,normal,,16.3
0294,"['soundproof', 'scrappy']",노공룡,['candy_70'],['0295'],[],[],3,1.0,0.47,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,normal,,40.5
0295,"['soundproof', 'scrappy']",폭음룡,[],[],[],[],3,1.5,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],epic,normal,,84.0
0296,"['thick-fat', 'guts', 'sheer-force']",마크탕,['candy_50'],['0297'],[],[],3,1.0,0.71,0.25,0.3,0.75,50,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],common,fighting,,86.4
0297,"['thick-fat', 'guts', 'sheer-force']",하리뭉,[],[],[],[],3,2.3,0.78,0.25,0.3,0.75,50,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],rare,fighting,,253.8
0298,"['thick-fat', 'huge-power', 'sap-sipper']",루리리,['friendship_220'],['0183'],[],[],3,0.2,0.59,0.75,0.3,0.25,50,"['move_surf', 'move_waterfall']",['land'],common,normal,fairy,2.0
0299,"['sturdy', 'magnet-pull', 'sand-force']",코코파스,['thunder-stone'],['0476'],[],[],3,1.0,1.0,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,rock,,97.0
0300,"['cute-charm', 'normalize', 'wonder-skin']",에나비,['moon-stone'],['0301'],[],[],3,0.6,1.0,0.75,0.3,0.25,50,['move_flash'],['land'],common,normal,,11.0
0301,"['cute-charm', 'normalize', 'wonder-skin']",델케티,[],[],[],[],3,1.1,0.24,0.75,0.3,0.25,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,32.6
0302,"['keen-eye', 'stall', 'ptierster']",깜까미,[],[],[],[],3,0.5,0.18,0.5,0.3,0.5,50,"['move_mean-look', 'move_flash', 'move_cut', 'move_rock-smash']",['land'],common,dark,ghost,11.0
0302-mega,['magic-bounce'],깜까미,[],[],[],[],3,0.5,0.18,0.5,0.3,0.5,50,"['move_mean-look', 'move_flash', 'move_cut', 'move_rock-smash']",['land'],common,dark,ghost,161.0
0303,"['hyper-cutter', 'intimidate', 'sheer-force']",입치트,[],[],[],[],3,0.6,0.18,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,steel,fairy,11.5
0303-mega,['huge-power'],입치트,[],[],[],[],3,1.0,0.18,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,steel,fairy,23.5
0304,"['sturdy', 'rock-head', 'heavy_metal']",가보리,['candy_50'],['0305'],[],[],3,0.4,0.71,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],common,steel,rock,60.0
0305,"['sturdy', 'rock-head', 'heavy_metal']",갱도라,['candy_100'],['0306'],[],[],3,0.9,0.35,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,steel,rock,120.0
0306,"['sturdy', 'rock-head', 'heavy_metal']",보스로라,[],[],[],[],3,2.1,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,steel,rock,360.0
0306-mega,['filter'],보스로라,[],[],[],[],3,,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,steel,,
0307,"['pure-power', 'telepathy']",요가랑,['candy_75'],['0308'],[],[],3,0.6,0.71,0.5,0.3,0.5,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],common,fighting,psychic,11.2
0308,"['pure-power', 'telepathy']",요가램,[],[],[],[],3,1.3,0.35,0.5,0.3,0.5,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,fighting,psychic,31.5
0308-mega,['pure-power'],요가램,[],[],[],[],3,1.3,0.35,0.5,0.3,0.5,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,fighting,psychic,31.5
0309,"['static', 'lightning-rod', 'minus']",썬더라이,['candy_50'],['0310'],[],[],3,0.6,0.47,0.5,0.3,0.5,50,"['move_flash', 'move_strength']",['land'],common,electric,,15.2
0310,"['static', 'lightning-rod', 'minus']",썬더볼트,[],[],[],[],3,1.5,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_strength']",['land'],rare,electric,,40.2
0310-mega,['intimidate'],썬더볼트,[],[],[],[],3,1.8,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_strength']",['land'],rare,electric,,44.0
0311,"['plus', 'lightning-rod']",플러시,[],[],[],[],3,0.4,0.78,0.5,0.3,0.5,50,['move_flash'],['land'],common,electric,,4.2
0312,"['minus', 'volt-absorb']",마이농,[],[],[],[],3,0.4,0.78,0.5,0.3,0.5,50,['move_flash'],['land'],common,electric,,4.2
0313,"['illuminate', 'swarm', 'ptierster']",볼비트,[],[],[],[],3,0.7,0.59,0.0,0.3,1.0,50,"['move_flash', 'move_defog']",['land'],common,bug,,17.7
0314,"['oblivious', 'tinted-lens', 'ptierster']",네오비트,[],[],[],[],3,0.6,0.59,1.0,0.3,0.0,50,"['move_flash', 'move_defog']",['land'],common,bug,,17.7
0315,"['natural-cure', 'poison-point', 'leaf-guard']",로젤리아,['shiny-stone'],['0407'],[],[],3,0.3,0.59,0.5,0.3,0.5,50,"['move_flash', 'move_cut']",['land'],rare,grass,poison,2.0
0316,"['liquid-ooze', 'sticky-hold', 'gluttony']",꼴깍몬,['candy_50'],['0317'],[],[],3,0.4,0.88,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,poison,,10.3
0317,"['liquid-ooze', 'sticky-hold', 'gluttony']",꿀꺽몬,[],[],[],[],3,1.7,0.29,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,poison,,80.0
0318,"['rough-skin', 'speed-boost']",샤프니아,['candy_50'],['0319'],[],[],3,0.8,0.88,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,dark,20.8
0319,"['rough-skin', 'speed-boost']",샤크니아,[],[],[],[],3,1.8,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,water,dark,88.8
0319-mega,['strong-jaw'],샤크니아,[],[],[],[],3,2.5,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,water,dark,130.3
0320,"['water-veil', 'oblivious', 'pressure']",고래왕자,['candy_200'],['0321'],[],[],3,2.0,0.49,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],common,water,,130.0
0321,"['water-veil', 'oblivious', 'pressure']",고래왕,[],[],[],[],3,14.5,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,,398.0
0322,"['oblivious', 'simple', 'own-tempo']",둔타,['candy_75'],['0323'],[],[],3,0.7,1.0,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,fire,ground,24.0
0323,"['magma-armor', 'solid-rock', 'anger-point']",폭타,[],[],[],[],3,1.9,0.59,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,fire,ground,220.0
0323-mega,['sheer-force'],폭타,[],[],[],[],3,2.5,0.59,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,fire,ground,320.5
0324,"['white-smoke', 'drought', 'shell-armor']",코터스,[],[],[],[],3,0.5,0.35,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,fire,,80.4
0325,"['thick-fat', 'own-tempo', 'gluttony']",피그점프,['candy_50'],['0326'],[],[],3,0.7,1.0,0.5,0.3,0.5,50,['move_flash'],['land'],common,psychic,,30.6
0326,"['thick-fat', 'own-tempo', 'gluttony']",피그킹,[],[],[],[],3,0.9,0.24,0.5,0.3,0.5,50,['move_flash'],['land'],rare,psychic,,71.5
0327,"['own-tempo', 'tangled-feet', 'contrary']",얼루기,[],[],[],[],3,1.1,1.0,0.5,0.3,0.5,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],common,normal,,5.0
0328,"['hyper-cutter', 'arena-trap', 'sheer-force']",톱치,['candy_50'],['0329'],[],[],3,0.7,1.0,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,ground,,15.0
0329,['levitate'],비브라바,['candy_100'],['0330'],[],[],3,1.1,0.47,0.5,0.3,0.5,50,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],rare,ground,dragon,15.3
0330,['levitate'],플라이곤,[],[],[],[],3,2.0,0.18,0.5,0.3,0.5,50,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],epic,ground,dragon,82.0
0331,"['sand-veil', 'water-absorb']",선인왕,['candy_45'],['0332'],[],[],3,0.4,0.75,0.5,0.3,0.5,50,"['move_flash', 'move_cut']",['land'],common,grass,,51.3
0332,"['sand-veil', 'water-absorb']",밤선인,[],[],[],[],3,1.3,0.24,0.5,0.3,0.5,50,"['move_flash', 'move_cut', 'move_strength']",['land'],rare,grass,dark,77.4
0333,"['natural-cure', 'cloud-nine']",파비코,['candy_70'],['0334'],[],[],3,0.4,1.0,0.5,0.3,0.5,50,"['move_defog', 'move_fly']",['land'],rare,normal,flying,1.2
0334,"['natural-cure', 'cloud-nine']",파비코리,[],[],[],[],3,1.1,0.18,0.5,0.3,0.5,50,"['move_defog', 'move_rock-smash', 'move_fly']",['land'],epic,dragon,flying,20.6
0334-mega,['pixilate'],파비코리,[],[],[],[],3,1.5,0.18,0.5,0.3,0.5,50,"['move_defog', 'move_rock-smash', 'move_fly']",['land'],epic,dragon,fairy,20.6
0335,"['immunity', 'toxic-boost']",쟝고,[],[],[],[],3,1.3,0.35,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,40.3
0336,"['shed-skin', 'infiltrator']",세비퍼,[],[],[],[],3,2.7,0.35,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,poison,,52.5
0337,['levitate'],루나톤,[],[],[],[],3,1.0,0.18,0.0,0.3,0.0,50,['move_flash'],['land'],rare,rock,psychic,168.0
0338,['levitate'],솔록,[],[],[],[],3,1.2,0.18,0.0,0.3,0.0,50,['move_flash'],['land'],rare,rock,psychic,154.0
0339,"['oblivious', 'anticipation', 'hydration']",미꾸리,['candy_50'],['0340'],[],[],3,0.4,0.75,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,ground,1.9
0340,"['oblivious', 'anticipation', 'hydration']",메깅,[],[],[],[],3,0.9,0.29,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,water,ground,23.6
0341,"['hyper-cutter', 'shell-armor', 'adaptability']",가재군,['candy_50'],['0342'],[],[],3,0.6,0.8,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall']",['water'],common,water,,11.5
0342,"['hyper-cutter', 'shell-armor', 'adaptability']",가재장군,[],[],[],[],3,1.1,0.61,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,water,dark,32.8
0343,['levitate'],오뚝군,['candy_60'],['0344'],[],[],3,0.5,1.0,0.0,0.3,0.0,50,['move_flash'],['land'],common,ground,psychic,21.5
0344,['levitate'],점토도리,[],[],[],[],3,1.5,0.35,0.0,0.3,0.0,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,ground,psychic,108.0
0345,"['suction-cups', 'storm-drain']",릴링,['candy_40'],['0346'],[],[],3,1.0,0.18,0.12,0.3,0.88,50,['move_flash'],['land'],common,rock,grass,23.8
0346,"['suction-cups', 'storm-drain']",릴리요,[],[],[],[],3,1.5,0.18,0.12,0.3,0.88,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,rock,grass,60.4
0347,"['battle-armor', 'swift-swim']",아노딥스,['candy_40'],['0348'],[],[],3,0.7,0.18,0.12,0.3,0.88,50,"['move_cut', 'move_rock-smash']",['land'],common,rock,bug,12.5
0348,"['battle-armor', 'swift-swim']",아말도,[],[],[],[],3,1.5,0.18,0.12,0.3,0.88,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,rock,bug,68.2
0349,"['swift-swim', 'oblivious', 'adaptability']",빈티나,['friendship_220+prism-scale'],['0350'],[],[],3,0.6,1.0,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,7.4
0350,"['marvel-scale', 'competitive', 'cute-charm']",밀로틱,[],[],[],[],3,6.2,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],epic,water,,162.0
0351,['forecast'],캐스퐁,[],[],[],[],3,0.3,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_defog']",['land'],common,normal,,0.8
0351-sunny,['forecast'],캐스퐁,[],[],[],[],3,0.3,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_defog']",['land'],common,fire,,0.8
0351-rainy,['forecast'],캐스퐁,[],[],[],[],3,0.3,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_defog']",['water'],common,water,,0.8
0351-snowy,['forecast'],캐스퐁,[],[],[],[],3,0.3,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_defog']",['land'],common,ice,,0.8
0352,"['color-change', 'protean']",켈리몬,[],[],[],[],3,1.0,0.78,0.5,0.3,0.5,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,22.0
0353,"['insomnia', 'frisk', 'cursed-body']",어둠대신,['candy_50'],['0354'],[],[],3,0.6,0.88,0.5,0.3,0.5,50,['move_flash'],['land'],common,ghost,,2.3
0354,"['insomnia', 'frisk', 'cursed-body']",다크펫,[],[],[],[],3,1.1,0.18,0.5,0.3,0.5,50,['move_flash'],['land'],rare,ghost,,12.5
0354-mega,['ptierster'],다크펫,[],[],[],[],3,1.2,0.18,0.5,0.3,0.5,50,['move_flash'],['land'],rare,ghost,,13.0
0355,"['levitate', 'frisk']",해골몽,['candy_50'],['0356'],[],[],3,0.8,0.75,0.5,0.3,0.5,50,"['move_mean-look', 'move_flash']",['land'],common,ghost,,15.0
0356,"['pressure', 'frisk']",미라몽,['reaper-cloth'],['0477'],[],[],3,1.6,0.35,0.5,0.3,0.5,50,"['move_mean-look', 'move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,ghost,,30.6
0357,"['chlorophyll', 'solar-power', 'harvest']",트로피우스,[],[],[],[],3,2.0,0.78,0.5,0.3,0.5,50,"['move_flash', 'move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],rare,grass,flying,100.0
0358,['levitate'],치렁,[],[],[],[],3,0.6,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_defog']",['land'],rare,psychic,,1.0
0359,"['pressure', 'super-luck', 'justified']",앱솔,[],[],[],[],3,1.2,0.12,0.5,0.3,0.5,50,"['move_mean-look', 'move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,dark,,47.0
0359-mega,['magic-bounce'],앱솔,[],[],[],[],3,1.2,0.12,0.5,0.3,0.5,50,"['move_mean-look', 'move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,dark,,49.0
0360,"['shadow-tag', 'telepathy']",마자,['candy_50'],['0202'],[],[],3,0.6,0.49,0.5,0.3,0.5,50,[],['land'],common,psychic,,14.0
0361,"['inner-focus', 'ice-body', 'moody']",눈꼬마,"['candy_50', 'dawn-stone+female']","['0362', '0478']",[],[],3,0.7,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,ice,,16.8
0362,"['inner-focus', 'ice-body', 'moody']",얼음귀신,[],[],[],[],3,1.5,0.29,0.5,0.3,0.5,50,['move_flash'],['land'],epic,ice,,256.5
0362-mega,['refrigerate'],얼음귀신,[],[],[],[],3,2.1,0.29,0.5,0.3,0.5,50,['move_flash'],['land'],epic,ice,,350.2
0363,"['thick-fat', 'ice-body', 'oblivious']",대굴레오,['candy_50'],['0364'],[],[],3,0.8,1.0,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],common,ice,water,39.5
0364,"['thick-fat', 'ice-body', 'oblivious']",씨레오,['candy_100'],['0365'],[],[],3,1.1,0.47,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,ice,water,87.6
0365,"['thick-fat', 'ice-body', 'oblivious']",씨카이저,[],[],[],[],3,1.4,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,ice,water,150.6
0366,"['shell-armor', 'rattled']",진주몽,"['deep-sea-tooth', 'deep-sea-scale']","['0367', '0368']",[],[],3,0.4,1.0,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,52.5
0367,"['swift-swim', 'water-veil']",헌테일,[],[],[],[],3,1.7,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,27.0
0368,"['swift-swim', 'hydration']",분홍장이,[],[],[],[],3,1.8,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,22.6
0369,"['swift-swim', 'rock-head', 'sturdy']",시라칸,[],[],[],[],3,1.0,0.1,0.12,0.3,0.88,50,"['move_surf', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],common,water,rock,23.4
0370,"['swift-swim', 'hydration']",사랑동이,[],[],[],[],3,0.6,0.88,0.75,0.3,0.25,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,8.7
0371,"['rock-head', 'sheer-force']",아공이,['candy_50'],['0372'],[],[],3,0.6,0.18,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,dragon,,42.1
0372,"['rock-head', 'overcoat']",쉘곤,['candy_100'],['0373'],[],[],3,1.1,0.18,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,dragon,,110.5
0373,"['intimidate', 'moxie']",보만다,[],[],[],[],3,1.5,0.18,0.5,0.3,0.5,50,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],epic,dragon,flying,102.6
0373-mega,['aerilate'],보만다,[],[],[],[],3,1.8,0.18,0.5,0.3,0.5,50,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],epic,dragon,flying,112.6
0374,"['clear-body', 'light_metal']",메탕,['candy_70'],['0375'],[],[],3,0.6,0.01,0.0,0.3,0.0,50,[],['land'],rare,steel,psychic,95.2
0375,"['clear-body', 'light_metal']",메탕구,['candy_120'],['0376'],[],[],3,1.2,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,steel,psychic,202.5
0376,"['clear-body', 'light_metal']",메타그로스,[],[],[],[],3,1.6,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,steel,psychic,550.0
0376-mega,['tough-claws'],메타그로스,[],[],[],[],3,2.5,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,steel,psychic,942.9
0377,"['clear-body', 'sturdy']",레지락,[],[],[],[],3,1.7,0.01,0.0,0.3,0.0,50,"['move_rock-smash', 'move_strength']",['land'],legendary,rock,,230.0
0378,"['clear-body', 'ice-body']",레지아이스,[],[],[],[],3,1.8,0.01,0.0,0.3,0.0,50,"['move_rock-smash', 'move_strength']",['land'],legendary,ice,,175.0
0379,"['clear-body', 'light_metal']",레지스틸,[],[],[],[],3,1.9,0.01,0.0,0.3,0.0,50,"['move_rock-smash', 'move_strength']",['land'],legendary,steel,,205.0
0380,['levitate'],라티아스,[],[],[],[],3,1.4,0.01,1.0,0.3,0.0,50,"['move_surf', 'move_flash', 'move_defog', 'move_cut', 'move_waterfall', 'move_dive', 'move_fly']",['land'],legendary,dragon,psychic,40.0
0380-mega,['levitate'],라티아스,[],[],[],[],3,1.8,0.01,1.0,0.3,0.0,50,"['move_surf', 'move_flash', 'move_defog', 'move_cut', 'move_waterfall', 'move_dive', 'move_fly']",['land'],legendary,dragon,psychic,52.0
0381,['levitate'],라티오스,[],[],[],[],3,2.0,0.01,0.0,0.3,1.0,50,"['move_surf', 'move_flash', 'move_defog', 'move_cut', 'move_waterfall', 'move_dive', 'move_fly']",['land'],legendary,dragon,psychic,60.0
0381-mega,['levitate'],라티오스,[],[],[],[],3,2.3,0.01,0.0,0.3,1.0,50,"['move_surf', 'move_flash', 'move_defog', 'move_cut', 'move_waterfall', 'move_dive', 'move_fly']",['land'],legendary,dragon,psychic,70.0
0382,['drizzle'],가이오가,[],[],[],[],3,4.5,0.01,0.0,0.3,0.0,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],legendary,water,,352.0
0382-primal,['primordial-sea'],가이오가,[],[],[],[],3,9.8,0.01,0.0,0.3,0.0,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],legendary,water,,430.0
0383,['drought'],그란돈,[],[],[],[],3,3.5,0.01,0.0,0.3,0.0,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,ground,,950.0
0383-primal,['desolate-land'],그란돈,[],[],[],[],3,5.0,0.01,0.0,0.3,0.0,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,ground,fire,999.7
0384,['air-lock'],레쿠쟈,[],[],[],[],3,7.0,0.18,0.0,0.3,0.0,50,"['move_surf', 'move_defog', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive', 'move_fly']",['land'],legendary,dragon,flying,206.5
0384-mega,['delta-stream'],레쿠쟈,[],[],[],[],3,10.8,0.18,0.0,0.3,0.0,50,"['move_surf', 'move_defog', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive', 'move_fly']",['land'],legendary,dragon,flying,392.0
0385,['serene-grace'],지라치,[],[],[],[],3,0.3,0.01,0.0,0.3,0.0,50,['move_flash'],['land'],legendary,steel,psychic,1.1
0386,['pressure'],테오키스,[],[],[],[],3,,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,psychic,,
0386-attack,['pressure'],테오키스,[],[],[],[],3,1.7,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,psychic,,60.8
0386-defense,['pressure'],테오키스,[],[],[],[],3,1.7,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,psychic,,60.8
0386-speed,['pressure'],테오키스,[],[],[],[],3,1.7,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,psychic,,60.8
0387,"['overgrow', 'shell-armor']",모부기,['candy_50'],['0388'],[],[],4,0.4,0.18,0.12,0.3,0.88,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,,10.2
0388,"['overgrow', 'shell-armor']",수풀부기,['candy_100'],['0389'],[],[],4,1.1,0.18,0.12,0.3,0.88,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,,97.0
0389,"['overgrow', 'shell-armor']",토대부기,[],[],[],[],4,2.2,0.18,0.12,0.3,0.88,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,ground,310.0
