id,ability,comment,evol_cost,evol_next,form_cost,form_next,generation,height_m,rate_capture,rate_female,rate_flee,rate_male,skills,spawn,tier,type1,type2,weight_kg,growth_group,base_exp
285,"['effect-spore', 'poison-heal', 'quick-feet']",버섯꼬,['candy_50'],['0286'],[],[],3,0.4,0.8,0.5,0.45,0.5,['move_flash'],['land'],common,grass,,4.5,erratic,59
286,"['effect-spore', 'poison-heal', 'technician']",버섯모,[],[],[],[],3,1.2,0.28,0.5,0.35,0.5,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,grass,fighting,39.2,erratic,161
287,['truant'],게을로,['candy_50'],['0288'],[],[],3,0.8,0.8,0.5,0.35,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],common,normal,,24.0,slow,56
288,['vital-spirit'],발바로,['candy_200'],['0289'],[],[],3,1.4,0.38,0.5,0.35,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,46.5,slow,154
289,['truant'],게을킹,[],[],[],[],3,2.0,0.14,0.5,0.6,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,normal,,130.5,slow,252
290,"['compound-eyes', 'run-away']",토중몬,"['candy_30', 'poke-ball']","['0291', '0292']",[],[],3,0.5,0.8,0.5,0.35,0.5,"['move_flash', 'move_cut']",['land'],common,bug,ground,5.5,fluctuating,53
291,"['speed-boost', 'infiltrator']",아이스크,[],[],[],[],3,0.8,0.38,0.5,0.45,0.5,"['move_flash', 'move_defog', 'move_cut']","['land','water']",rare,bug,flying,12.0,fluctuating,160
292,['wonder-guard'],껍질몬,[],[],[],[],3,0.8,0.14,0.0,0.45,0.0,"['move_flash', 'move_cut']","['land','water']",rare,bug,ghost,1.2,fluctuating,83
293,"['soundproof', 'rattled']",소곤룡,['candy_40'],['0294'],[],[],3,0.6,0.6,0.5,0.35,0.5,[],['land'],common,normal,,16.3,medium_slow,48
294,"['soundproof', 'scrappy']",노공룡,['candy_70'],['0295'],[],[],3,1.0,0.38,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,normal,,40.5,medium_slow,126
295,"['soundproof', 'scrappy']",폭음룡,[],[],[],[],3,1.5,0.14,0.5,0.6,0.5,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],epic,normal,,84.0,medium_slow,221
296,"['thick-fat', 'guts', 'sheer-force']",마크탕,['candy_50'],['0297'],[],[],3,1.0,0.57,0.25,0.35,0.75,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],common,fighting,,86.4,erratic,47
297,"['thick-fat', 'guts', 'sheer-force']",하리뭉,[],[],[],[],3,2.3,0.55,0.25,0.45,0.75,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],rare,fighting,,253.8,erratic,166
298,"['thick-fat', 'huge-power', 'sap-sipper']",루리리,['friendship_220'],['0183'],[],[],3,0.2,0.47,0.75,0.45,0.25,"['move_surf', 'move_waterfall']","['land','water']",common,normal,fairy,2.0,fast,38
299,"['sturdy', 'magnet-pull', 'sand-force']",코코파스,['thunder-stone'],['0476'],[],[],3,1.0,0.8,0.5,0.25,0.5,"['move_rock-smash', 'move_strength']",['land'],common,rock,,97.0,medium_fast,75
300,"['cute-charm', 'normalize', 'wonder-skin']",에나비,['moon-stone'],['0301'],[],[],3,0.6,0.8,0.75,0.35,0.25,['move_flash'],['land'],common,normal,,11.0,fast,52
301,"['cute-charm', 'normalize', 'wonder-skin']",델케티,[],[],[],[],3,1.1,0.19,0.75,0.45,0.25,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,32.6,fast,140
302,"['keen-eye', 'stall', 'ptierster']",깜까미,[],[],[],[],3,0.5,0.14,0.5,0.35,0.5,"['move_mean-look', 'move_flash', 'move_cut', 'move_rock-smash']",['land'],common,dark,ghost,11.0,medium_slow,133
0302-mega,['magic-bounce'],깜까미,[],[],[],[],3,0.5,0.14,0.5,0.35,0.5,"['move_mean-look', 'move_flash', 'move_cut', 'move_rock-smash']",['land'],common,dark,ghost,161.0,medium_slow,133
303,"['hyper-cutter', 'intimidate', 'sheer-force']",입치트,[],[],[],[],3,0.6,0.14,0.5,0.35,0.5,"['move_rock-smash', 'move_strength']",['land'],common,steel,fairy,11.5,fast,133
0303-mega,['huge-power'],입치트,[],[],[],[],3,1.0,0.14,0.5,0.35,0.5,"['move_rock-smash', 'move_strength']",['land'],common,steel,fairy,23.5,fast,133
304,"['sturdy', 'rock-head', 'heavy_metal']",가보리,['candy_50'],['0305'],[],[],3,0.4,0.57,0.5,0.35,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],common,steel,rock,60.0,slow,66
305,"['sturdy', 'rock-head', 'heavy_metal']",갱도라,['candy_100'],['0306'],[],[],3,0.9,0.28,0.5,0.25,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,steel,rock,120.0,slow,151
306,"['sturdy', 'rock-head', 'heavy_metal']",보스로라,[],[],[],[],3,2.1,0.14,0.5,0.6,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,steel,rock,360.0,slow,239
0306-mega,['filter'],보스로라,[],[],[],[],3,,0.14,0.5,0.6,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,steel,,,slow,239
307,"['pure-power', 'telepathy']",요가랑,['candy_75'],['0308'],[],[],3,0.6,0.57,0.5,0.35,0.5,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],common,fighting,psychic,11.2,medium_fast,56
308,"['pure-power', 'telepathy']",요가램,[],[],[],[],3,1.3,0.28,0.5,0.25,0.5,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,fighting,psychic,31.5,medium_fast,144
0308-mega,['pure-power'],요가램,[],[],[],[],3,1.3,0.28,0.5,0.25,0.5,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,fighting,psychic,31.5,medium_fast,144
309,"['static', 'lightning-rod', 'minus']",썬더라이,['candy_50'],['0310'],[],[],3,0.6,0.38,0.5,0.45,0.5,"['move_flash', 'move_strength']",['land'],common,electric,,15.2,slow,59
310,"['static', 'lightning-rod', 'minus']",썬더볼트,[],[],[],[],3,1.5,0.14,0.5,0.35,0.5,"['move_flash', 'move_strength']",['land'],rare,electric,,40.2,slow,166
0310-mega,['intimidate'],썬더볼트,[],[],[],[],3,1.8,0.14,0.5,0.35,0.5,"['move_flash', 'move_strength']",['land'],rare,electric,,44.0,slow,166
311,"['plus', 'lightning-rod']",플러시,[],[],[],[],3,0.4,0.62,0.5,0.35,0.5,['move_flash'],['land'],common,electric,,4.2,medium_fast,142
312,"['minus', 'volt-absorb']",마이농,[],[],[],[],3,0.4,0.62,0.5,0.35,0.5,['move_flash'],['land'],common,electric,,4.2,medium_fast,142
313,"['illuminate', 'swarm', 'ptierster']",볼비트,[],[],[],[],3,0.7,0.47,0.0,0.35,1.0,"['move_flash', 'move_defog']","['land','water']",common,bug,,17.7,fluctuating,151
314,"['oblivious', 'tinted-lens', 'ptierster']",네오비트,[],[],[],[],3,0.6,0.47,1.0,0.35,0.0,"['move_flash', 'move_defog']","['land','water']",common,bug,,17.7,erratic,151
315,"['natural-cure', 'poison-point', 'leaf-guard']",로젤리아,['shiny-stone'],['0407'],[],[],3,0.3,0.47,0.5,0.25,0.5,"['move_flash', 'move_cut']",['land'],rare,grass,poison,2.0,medium_slow,140
316,"['liquid-ooze', 'sticky-hold', 'gluttony']",꼴깍몬,['candy_50'],['0317'],[],[],3,0.4,0.7,0.5,0.35,0.5,"['move_rock-smash', 'move_strength']",['land'],common,poison,,10.3,erratic,60
317,"['liquid-ooze', 'sticky-hold', 'gluttony']",꿀꺽몬,[],[],[],[],3,1.7,0.23,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,poison,,80.0,erratic,163
318,"['rough-skin', 'speed-boost']",샤프니아,['candy_50'],['0319'],[],[],3,0.8,0.7,0.5,0.35,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,dark,20.8,slow,61
319,"['rough-skin', 'speed-boost']",샤크니아,[],[],[],[],3,1.8,0.19,0.5,0.45,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,water,dark,88.8,slow,161
0319-mega,['strong-jaw'],샤크니아,[],[],[],[],3,2.5,0.19,0.5,0.45,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,water,dark,130.3,slow,161
320,"['water-veil', 'oblivious', 'pressure']",고래왕자,['candy_200'],['0321'],[],[],3,2.0,0.39,0.5,0.35,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],common,water,,130.0,erratic,80
321,"['water-veil', 'oblivious', 'pressure']",고래왕,[],[],[],[],3,14.5,0.19,0.5,0.6,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,,398.0,erratic,175
322,"['oblivious', 'simple', 'own-tempo']",둔타,['candy_75'],['0323'],[],[],3,0.7,0.8,0.5,0.35,0.5,"['move_rock-smash', 'move_strength']",['land'],common,fire,ground,24.0,medium_fast,61
323,"['magma-armor', 'solid-rock', 'anger-point']",폭타,[],[],[],[],3,1.9,0.47,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,fire,ground,220.0,medium_fast,161
0323-mega,['sheer-force'],폭타,[],[],[],[],3,2.5,0.47,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,fire,ground,320.5,medium_fast,161
324,"['white-smoke', 'drought', 'shell-armor']",코터스,[],[],[],[],3,0.5,0.28,0.5,0.25,0.5,"['move_rock-smash', 'move_strength']",['land'],common,fire,,80.4,medium_fast,165
325,"['thick-fat', 'own-tempo', 'gluttony']",피그점프,['candy_50'],['0326'],[],[],3,0.7,0.8,0.5,0.35,0.5,['move_flash'],['land'],common,psychic,,30.6,fast,66
326,"['thick-fat', 'own-tempo', 'gluttony']",피그킹,[],[],[],[],3,0.9,0.19,0.5,0.45,0.5,['move_flash'],['land'],rare,psychic,,71.5,fast,165
327,"['own-tempo', 'tangled-feet', 'contrary']",얼루기,[],[],[],[],3,1.1,0.8,0.5,0.25,0.5,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],common,normal,,5.0,fast,126
328,"['hyper-cutter', 'arena-trap', 'sheer-force']",톱치,['candy_50'],['0329'],[],[],3,0.7,0.8,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],common,ground,,15.0,medium_slow,58
329,['levitate'],비브라바,['candy_100'],['0330'],[],[],3,1.1,0.38,0.5,0.35,0.5,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",rare,ground,dragon,15.3,medium_slow,119
330,['levitate'],플라이곤,[],[],[],[],3,2.0,0.14,0.5,0.6,0.5,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",epic,ground,dragon,82.0,medium_slow,234
331,"['sand-veil', 'water-absorb']",선인왕,['candy_45'],['0332'],[],[],3,0.4,0.6,0.5,0.35,0.5,"['move_flash', 'move_cut']",['land'],common,grass,,51.3,medium_slow,67
332,"['sand-veil', 'water-absorb']",밤선인,[],[],[],[],3,1.3,0.19,0.5,0.25,0.5,"['move_flash', 'move_cut', 'move_strength']",['land'],rare,grass,dark,77.4,medium_slow,166
333,"['natural-cure', 'cloud-nine']",파비코,['candy_70'],['0334'],[],[],3,0.4,0.55,0.5,0.45,0.5,"['move_defog', 'move_fly']",['land'],rare,normal,flying,1.2,fluctuating,62
334,"['natural-cure', 'cloud-nine']",파비코리,[],[],[],[],3,1.1,0.14,0.5,0.6,0.5,"['move_defog', 'move_rock-smash', 'move_fly']","['land','water']",epic,dragon,flying,20.6,fluctuating,172
0334-mega,['pixilate'],파비코리,[],[],[],[],3,1.5,0.14,0.5,0.6,0.5,"['move_defog', 'move_rock-smash', 'move_fly']","['land','water']",epic,dragon,fairy,20.6,fluctuating,172
335,"['immunity', 'toxic-boost']",쟝고,[],[],[],[],3,1.3,0.28,0.5,0.35,0.5,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,40.3,fluctuating,160
336,"['shed-skin', 'infiltrator']",세비퍼,[],[],[],[],3,2.7,0.28,0.5,0.35,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,poison,,52.5,erratic,160
337,['levitate'],루나톤,[],[],[],[],3,1.0,0.14,0.0,0.25,0.0,['move_flash'],['land'],rare,rock,psychic,168.0,fast,161
338,['levitate'],솔록,[],[],[],[],3,1.2,0.14,0.0,0.25,0.0,['move_flash'],['land'],rare,rock,psychic,154.0,fast,161
339,"['oblivious', 'anticipation', 'hydration']",미꾸리,['candy_50'],['0340'],[],[],3,0.4,0.6,0.5,0.45,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,ground,1.9,medium_fast,58
340,"['oblivious', 'anticipation', 'hydration']",메깅,[],[],[],[],3,0.9,0.23,0.5,0.45,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,water,ground,23.6,medium_fast,164
341,"['hyper-cutter', 'shell-armor', 'adaptability']",가재군,['candy_50'],['0342'],[],[],3,0.6,0.64,0.5,0.35,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall']","['land','water']",common,water,,11.5,erratic,62
342,"['hyper-cutter', 'shell-armor', 'adaptability']",가재장군,[],[],[],[],3,1.1,0.49,0.5,0.45,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",rare,water,dark,32.8,erratic,164
343,['levitate'],오뚝군,['candy_60'],['0344'],[],[],3,0.5,0.8,0.0,0.35,0.0,['move_flash'],['land'],common,ground,psychic,21.5,medium_fast,60
344,['levitate'],점토도리,[],[],[],[],3,1.5,0.28,0.0,0.45,0.0,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,ground,psychic,108.0,medium_fast,175
345,"['suction-cups', 'storm-drain']",릴링,['candy_40'],['0346'],[],[],3,1.0,0.14,0.12,0.35,0.88,['move_flash'],['land'],common,rock,grass,23.8,fluctuating,71
346,"['suction-cups', 'storm-drain']",릴리요,[],[],[],[],3,1.5,0.14,0.12,0.45,0.88,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,rock,grass,60.4,fluctuating,173
347,"['battle-armor', 'swift-swim']",아노딥스,['candy_40'],['0348'],[],[],3,0.7,0.14,0.12,0.35,0.88,"['move_cut', 'move_rock-smash']",['land'],common,rock,bug,12.5,fluctuating,71
348,"['battle-armor', 'swift-swim']",아말도,[],[],[],[],3,1.5,0.14,0.12,0.45,0.88,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,rock,bug,68.2,fluctuating,173
349,"['swift-swim', 'oblivious', 'adaptability']",빈티나,['friendship_220+prism-scale'],['0350'],[],[],3,0.6,0.55,0.5,0.45,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,7.4,fluctuating,40
350,"['marvel-scale', 'competitive', 'cute-charm']",밀로틱,[],[],[],[],3,6.2,0.19,0.5,0.6,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],epic,water,,162.0,fluctuating,189
351,['forecast'],캐스퐁,[],[],[],[],3,0.3,0.14,0.5,0.35,0.5,"['move_flash', 'move_defog']","['land','water']",common,normal,,0.8,medium_fast,147
0351-sunny,['forecast'],캐스퐁,[],[],[],[],3,0.3,0.14,0.5,0.35,0.5,"['move_flash', 'move_defog']","['land','water']",common,fire,,0.8,medium_fast,147
0351-rainy,['forecast'],캐스퐁,[],[],[],[],3,0.3,0.14,0.5,0.35,0.5,"['move_flash', 'move_defog']","['land','water']",common,water,,0.8,medium_fast,147
0351-snowy,['forecast'],캐스퐁,[],[],[],[],3,0.3,0.14,0.5,0.35,0.5,"['move_flash', 'move_defog']","['land','water']",common,ice,,0.8,medium_fast,147
352,"['color-change', 'protean']",켈리몬,[],[],[],[],3,1.0,0.55,0.5,0.45,0.5,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,22.0,medium_slow,154
353,"['insomnia', 'frisk', 'cursed-body']",어둠대신,['candy_50'],['0354'],[],[],3,0.6,0.7,0.5,0.6,0.5,['move_flash'],"['land','water']",common,ghost,,2.3,fast,59
354,"['insomnia', 'frisk', 'cursed-body']",다크펫,[],[],[],[],3,1.1,0.14,0.5,0.35,0.5,['move_flash'],['land'],rare,ghost,,12.5,fast,159
0354-mega,['ptierster'],다크펫,[],[],[],[],3,1.2,0.14,0.5,0.35,0.5,['move_flash'],['land'],rare,ghost,,13.0,fast,159
355,"['levitate', 'frisk']",해골몽,['candy_50'],['0356'],[],[],3,0.8,0.6,0.5,0.45,0.5,"['move_mean-look', 'move_flash']","['land','water']",common,ghost,,15.0,fast,59
356,"['pressure', 'frisk']",미라몽,['reaper-cloth'],['0477'],[],[],3,1.6,0.28,0.5,0.35,0.5,"['move_mean-look', 'move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,ghost,,30.6,fast,159
357,"['chlorophyll', 'solar-power', 'harvest']",트로피우스,[],[],[],[],3,2.0,0.55,0.5,0.45,0.5,"['move_flash', 'move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",rare,grass,flying,100.0,slow,161
358,['levitate'],치렁,[],[],[],[],3,0.6,0.14,0.5,0.35,0.5,"['move_flash', 'move_defog']","['land','water']",rare,psychic,,1.0,fast,159
359,"['pressure', 'super-luck', 'justified']",앱솔,[],[],[],[],3,1.2,0.1,0.5,0.6,0.5,"['move_mean-look', 'move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,dark,,47.0,medium_slow,163
0359-mega,['magic-bounce'],앱솔,[],[],[],[],3,1.2,0.1,0.5,0.6,0.5,"['move_mean-look', 'move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,dark,,49.0,medium_slow,163
360,"['shadow-tag', 'telepathy']",마자,['candy_50'],['0202'],[],[],3,0.6,0.39,0.5,0.35,0.5,[],['land'],common,psychic,,14.0,medium_fast,52
361,"['inner-focus', 'ice-body', 'moody']",눈꼬마,"['candy_50', 'dawn-stone+female']","['0362', '0478']",[],[],3,0.7,0.6,0.5,0.35,0.5,['move_flash'],['land'],common,ice,,16.8,medium_fast,60
362,"['inner-focus', 'ice-body', 'moody']",얼음귀신,[],[],[],[],3,1.5,0.2,0.5,0.6,0.5,['move_flash'],"['land','water']",epic,ice,,256.5,medium_fast,168
0362-mega,['refrigerate'],얼음귀신,[],[],[],[],3,2.1,0.2,0.5,0.6,0.5,['move_flash'],"['land','water']",epic,ice,,350.2,medium_fast,168
363,"['thick-fat', 'ice-body', 'oblivious']",대굴레오,['candy_50'],['0364'],[],[],3,0.8,0.8,0.5,0.35,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",common,ice,water,39.5,medium_slow,58
364,"['thick-fat', 'ice-body', 'oblivious']",씨레오,['candy_100'],['0365'],[],[],3,1.1,0.38,0.5,0.25,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",rare,ice,water,87.6,medium_slow,144
365,"['thick-fat', 'ice-body', 'oblivious']",씨카이저,[],[],[],[],3,1.4,0.14,0.5,0.6,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",epic,ice,water,150.6,medium_slow,239
366,"['shell-armor', 'rattled']",진주몽,"['deep-sea-tooth', 'deep-sea-scale']","['0367', '0368']",[],[],3,0.4,0.8,0.5,0.35,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,52.5,fluctuating,69
367,"['swift-swim', 'water-veil']",헌테일,[],[],[],[],3,1.7,0.19,0.5,0.45,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,27.0,fluctuating,170
368,"['swift-swim', 'hydration']",분홍장이,[],[],[],[],3,1.8,0.19,0.5,0.45,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,22.6,fluctuating,170
369,"['swift-swim', 'rock-head', 'sturdy']",시라칸,[],[],[],[],3,1.0,0.08,0.12,0.35,0.88,"['move_surf', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],common,water,rock,23.4,slow,170
370,"['swift-swim', 'hydration']",사랑동이,[],[],[],[],3,0.6,0.7,0.75,0.35,0.25,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,8.7,fast,116
371,"['rock-head', 'sheer-force']",아공이,['candy_50'],['0372'],[],[],3,0.6,0.14,0.5,0.35,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,dragon,,42.1,slow,60
372,"['rock-head', 'overcoat']",쉘곤,['candy_100'],['0373'],[],[],3,1.1,0.14,0.5,0.45,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,dragon,,110.5,slow,147
373,"['intimidate', 'moxie']",보만다,[],[],[],[],3,1.5,0.14,0.5,0.6,0.5,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",epic,dragon,flying,102.6,slow,270
0373-mega,['aerilate'],보만다,[],[],[],[],3,1.8,0.14,0.5,0.6,0.5,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",epic,dragon,flying,112.6,slow,270
374,"['clear-body', 'light_metal']",메탕,['candy_70'],['0375'],[],[],3,0.6,0.01,0.0,0.35,0.0,[],"['land','water']",rare,steel,psychic,95.2,slow,60
375,"['clear-body', 'light_metal']",메탕구,['candy_120'],['0376'],[],[],3,1.2,0.01,0.0,0.25,0.0,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']","['land','water']",rare,steel,psychic,202.5,slow,147
376,"['clear-body', 'light_metal']",메타그로스,[],[],[],[],3,1.6,0.01,0.0,0.6,0.0,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']","['land','water']",epic,steel,psychic,550.0,slow,270
0376-mega,['tough-claws'],메타그로스,[],[],[],[],3,2.5,0.01,0.0,0.6,0.0,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']","['land','water']",epic,steel,psychic,942.9,slow,270
377,"['clear-body', 'sturdy']",레지락,[],[],[],[],3,1.7,0.01,0.0,0.75,0.0,"['move_rock-smash', 'move_strength']",['land'],legendary,rock,,230.0,slow,261
378,"['clear-body', 'ice-body']",레지아이스,[],[],[],[],3,1.8,0.01,0.0,0.75,0.0,"['move_rock-smash', 'move_strength']",['land'],legendary,ice,,175.0,slow,261
379,"['clear-body', 'light_metal']",레지스틸,[],[],[],[],3,1.9,0.01,0.0,0.75,0.0,"['move_rock-smash', 'move_strength']",['land'],legendary,steel,,205.0,slow,261
380,['levitate'],라티아스,[],[],[],[],3,1.4,0.01,1.0,0.75,0.0,"['move_surf', 'move_flash', 'move_defog', 'move_cut', 'move_waterfall', 'move_dive', 'move_fly']","['land','water']",legendary,dragon,psychic,40.0,slow,270
0380-mega,['levitate'],라티아스,[],[],[],[],3,1.8,0.01,1.0,0.75,0.0,"['move_surf', 'move_flash', 'move_defog', 'move_cut', 'move_waterfall', 'move_dive', 'move_fly']","['land','water']",legendary,dragon,psychic,52.0,slow,270
381,['levitate'],라티오스,[],[],[],[],3,2.0,0.01,0.0,0.75,1.0,"['move_surf', 'move_flash', 'move_defog', 'move_cut', 'move_waterfall', 'move_dive', 'move_fly']","['land','water']",legendary,dragon,psychic,60.0,slow,270
0381-mega,['levitate'],라티오스,[],[],[],[],3,2.3,0.01,0.0,0.75,1.0,"['move_surf', 'move_flash', 'move_defog', 'move_cut', 'move_waterfall', 'move_dive', 'move_fly']","['land','water']",legendary,dragon,psychic,70.0,slow,270
